,Name,Rating,Reviews,Type,Head Quarter,Old,Employees
8613,DDF Consultants,3.9,(60 Reviews),Private,"New Delhi,Delhi + 12 more",14 years old,201-500 Employees (India)
8614,Lifeline Hospita...,4.3,(60 Reviews),Private,"Chennai,Tamil Nadu + 20 more",25 years old,201-500 Employees (Global)
8615,National Corpora...,4.5,(60 Reviews),Private,Abu Dhabi + 5 more,26 years old,1k-5k Employees (India)
8616,Defence Research...,4.4,(60 Reviews),Hyderabad/Secunderabad + 2 more,1k-5k Employees (India),,
8617,Legato Health T...,4.0,(60 Reviews),Hyderabad/Secunderabad + 2 more,10k-50k Employees (India),,
8618,BeatO,3.7,(60 Reviews),Private,"Delhi,NCT + 2 more",7 years old,201-500 Employees (India)
8619,TPI Composites,4.2,(60 Reviews),Public,"Scottsdale,Arizona + 2 more",54 years old,501-1k Employees (India)
8620,Fortius Technolo...,3.9,(60 Reviews),New Delhi + 17 more,14 years old,11-50 Employees (India),
8621,De Lage Landen F...,4.4,(60 Reviews),Private,Eindhoven + 19 more,53 years old,201-500 Employees (India)
8622,TONI&GUY,4.2,(60 Reviews),Private,London + 16 more,59 years old,1-10 Employees (India)
8623,Mangalore Refine...,4.3,(60 Reviews),Public,"Mangaluru/Mangalore,Karnataka + 4 more",34 years old,1k-5k Employees (India)
8624,One Trust,2.8,(60 Reviews),,,,
8625,ACCE GLOBAL SOFT...,3.8,(60 Reviews),Kolkata + 4 more,201-500 Employees (India),,
8626,Kovai.co,4.6,(60 Reviews),"Sidcup,England",13 years old,51-200 Employees (India),
8627,DELLA LEADERS CL...,3.9,(60 Reviews),Private,"Mumbai,Maharashtra + 1 more",51-200 Employees (India),
8628,Marelli Motherso...,3.9,(60 Reviews),Pune + 6 more,11-50 Employees (India),,
8629,Bluefield Techno...,4.6,(60 Reviews),Bengaluru/Bangalore + 1 more,51-200 Employees (India),,
8630,Naiknavare Devel...,3.8,(60 Reviews),Private,"Pune,Maharashtra + 3 more",36 years old,201-500 Employees (India)
8631,Manav Rachna Int...,3.2,(60 Reviews),Private,"Faridabad,Haryana + 1 more",18 years old,51-200 Employees (India)
8632,Stallion Group,3.6,(75 Reviews),Private,Lagos + 9 more,53 years old,5k-10k Employees (Global)
8633,Via.com,3.6,(60 Reviews),Private,"New York City,New York + 7 more",17 years old,201-500 Employees (India)
8634,Don Bosco,4.3,(59 Reviews),Private,New Delhi + 22 more,42 years old,201-500 Employees (India)
8635,Geometric,4.1,(59 Reviews),Public,"Noida,Uttar Pradesh + 2 more",38 years old,5k-10k Employees (Global)
8636,NMC Healthcare,3.8,(59 Reviews),Abu Dhabi + 5 more,48 years old,10k-50k Employees (India),
8637,Experion Technol...,4.4,(59 Reviews),Private,"Trivandrum/Thiruvananthapuram,Kerala + 2 more",16 years old,1k-5k Employees (India)
8638,Pradot Technolog...,4.1,(59 Reviews),Private,"Indianapolis,Indiana + 2 more",23 years old,501-1k Employees (India)
8639,Future Market In...,2.6,(59 Reviews),Private,"Jumeirah Lakes Towers,Dubai",8 years old,51-200 Employees (India)
8640,Balaji Telefilms,3.2,(59 Reviews),Public,"Mumbai,Maharashtra + 6 more",28 years old,201-500 Employees (India)
8641,Lexus Motors,3.9,(59 Reviews),Private,Kolkata + 6 more,31 years old,501-1k Employees (India)
8642,Aditya Auto Prod...,4.1,(59 Reviews),Private,Bengaluru + 7 more,26 years old,51-200 Employees (India)
8643,Cambridge Univer...,4.0,(59 Reviews),Private,Cambridge + 10 more,488 years old,51-200 Employees (India)
8644,Nextra Teleservi...,2.5,(59 Reviews),Private,"Delhi/NCR,Delhi + 5 more",16 years old,51-200 Employees (India)
8645,Condor Footwear,3.8,(59 Reviews),Public,"Surat,Gujarat + 8 more",27 years old,51-200 Employees (India)
8646,Skilrock Technol...,4.2,(59 Reviews),Private,"Gurgaon/Gurugram,Haryana",15 years old,51-200 Employees (India)
8647,Emtec,4.1,(59 Reviews),Private,"Jacksonville,Florida + 1 more",27 years old,51-200 Employees (India)
8648,GOOD,3.8,(59 Reviews),Private,Almaty + 21 more,18 years old,50k-1 Lakh Employees (India)
8649,Kovair Software,3.1,(59 Reviews),Private,"San Ramon,California + 1 more",22 years old,51-200 Employees (India)
8650,Sabyasachi Coutu...,3.4,(59 Reviews),Private,"Kolkata,West Bengal + 1 more",16 years old,11-50 Employees (India)
8651,TVS Next,4.0,(59 Reviews),Private,New Jersey + 1 more,14 years old,201-500 Employees (India)
8652,Zinnov Managemen...,3.7,(59 Reviews),Private,The Woodlands + 2 more,20 years old,201-500 Employees (India)
8653,Primetals Techno...,4.5,(59 Reviews),Private,London + 3 more,7 years old,201-500 Employees (India)
8654,WorkStore,3.5,(59 Reviews),Public,"Mumbai,Maharashtra + 6 more",15 years old,501-1k Employees (India)
8655,Atom Technologie...,4.0,(59 Reviews),Public,"Mumbai,Maharashtra + 8 more",16 years old,501-1k Employees (India)
8656,LandCraft Develo...,3.9,(59 Reviews),Private,"Ghaziabad,Uttar Pradesh",15 years old,51-200 Employees (India)
8657,Anupam Industrie...,3.9,(59 Reviews),Private,Anand + 7 more,49 years old,201-500 Employees (India)
8658,Supreme Petroche...,4.1,(59 Reviews),Public,Mumbai + 2 more,29 years old,201-500 Employees (India)
8659,Jumbotail Techno...,4.0,(59 Reviews),"Bangalore/Bengaluru,Karnataka + 11 more",7 years old,201-500 Employees (India),
8660,Denso Haryana Pr...,4.0,(59 Reviews),Manesar + 4 more,501-1k Employees (India),,
8661,Ondoor Concepts,3.1,(59 Reviews),Private,"Bhopal,Madhya Pradesh + 1 more",8 years old,51-200 Employees (India)
8662,Entero Healthcar...,4.1,(59 Reviews),"Mumbai,Maharashtra + 9 more",4 years old,1k-5k Employees (India),
8663,Ribbon Communica...,4.0,(59 Reviews),Bengaluru/Bangalore + 3 more,51-200 Employees (India),,
8664,Powermech Engine...,3.8,(59 Reviews),"Chennai,Tamil Nadu + 16 more",29 years old,1-10 Employees (India),
8665,Hyland Software ...,4.3,(59 Reviews),LLP,"Westlake,OHIO",31 years old,201-500 Employees (India)
8666,Delivery.com,4.1,(59 Reviews),Private,New York + 32 more,201-500 Employees (India),
8667,Texas Review,4.1,(59 Reviews),Private,Hyderabad + 5 more,8 years old,501-1k Employees (India)
8668,Smart Energy Wat...,3.3,(59 Reviews),Private,Irvine,13 years old,201-500 Employees (India)
8669,Academic World S...,3.9,(59 Reviews),Raipur + 2 more,11 years old,51-200 Employees (India),
8670,Uber eats,4.2,(59 Reviews),Private,"San Francisco,California + 19 more",8 years old,1k-5k Employees (Global)
8671,South India Kris...,4.5,(59 Reviews),Private,New Delhi + 1 more,13 years old,1k-5k Employees (India)
8672,Sekhani Industri...,3.2,(59 Reviews),Ahmedabad + 14 more,52 years old,51-200 Employees (India),
8673,Acharya Institut...,3.0,(59 Reviews),Private,Bengaluru + 5 more,32 years old,1k-5k Employees (India)
8674,S & T Engineers ...,3.9,(59 Reviews),Private,"Coimbatore,Tamil Nadu + 9 more",26 years old,501-1k Employees (India)
8675,Gsrtc,3.8,(59 Reviews),Public,Ahmedabad + 20 more,62 years old,201-500 Employees (India)
8676,Guru Nanak Auto ...,4.1,(59 Reviews),Private,Jamalpur + 1 more,76 years old,501-1k Employees (India)
8677,Suguna Poultry F...,4.5,(59 Reviews),Coimbatore + 23 more,38 years old,,
8678,S.H. Kelkar & Co...,4.2,(59 Reviews),Private,"Mumbai,Maharashtra + 7 more",14 years old,1k-5k Employees (India)
8679,Run Service Info...,4.2,(59 Reviews),Private,Chennai + 11 more,15 years old,51-200 Employees (Global)
8680,Oswal Woollen Mi...,4.4,(59 Reviews),Public,Ludhiana + 5 more,73 years old,1k-5k Employees (India)
8681,Willis Processin...,3.9,(59 Reviews),Private,"Mumbai,Maharashtra + 2 more",30 years old,11-50 Employees (India)
8682,Formula Group,3.8,(59 Reviews),Private,"New Delhi,Delhi + 9 more",18 years old,501-1k Employees (India)
8683,FIL Industries,4.2,(59 Reviews),Private,"Delhi/NCR,Delhi + 3 more",33 years old,51-200 Employees (India)
8684,Fujikura Automot...,4.6,(59 Reviews),Public,Koto-ku,137 years old,11-50 Employees (India)
8685,Valecha Engineer...,4.2,(59 Reviews),Public,"Mumbai,Maharashtra + 16 more",65 years old,201-500 Employees (India)
8686,Lanco Solar Ener...,4.2,(59 Reviews),Private,Hyderabad + 8 more,,
8687,Bhagwan Mahaveer...,4.2,(59 Reviews),Jaipur + 1 more,25 years old,201-500 Employees (India),
8688,Shah Alloys,3.6,(59 Reviews),Public,Ahmedabad + 4 more,32 years old,1k-5k Employees (India)
8689,Wyzmindz Solutio...,3.0,(59 Reviews),Private,Bengaluru + 1 more,12 years old,51-200 Employees (Global)
8690,Clove Technologi...,3.6,(59 Reviews),Private,"Hyderabad/Secunderabad,Telangana",18 years old,51-200 Employees (India)
8691,Listenlights,4.0,(59 Reviews),Mumbai + 4 more,36 years old,51-200 Employees (Global),
8692,MathWorks,4.2,(59 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 4 more",14 years old,51-200 Employees (India)
8693,Citizens Hospita...,4.7,(59 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 1 more",10 years old,51-200 Employees (India)
8694,Damas Jewellery,4.2,(59 Reviews),Dubai + 8 more,115 years old,1k-5k Employees (Global),
8695,Flytxt Mobile So...,3.9,(59 Reviews),Private,Nieuwegein + 4 more,14 years old,201-500 Employees (India)
8696,Magnaquest Techn...,3.7,(59 Reviews),Private,"Hyderabad,Telangana + 3 more",26 years old,201-500 Employees (India)
8697,Oriental Rubber ...,4.2,(59 Reviews),Pune + 1 more,73 years old,201-500 Employees (India),
8698,Elcomponics Sale...,2.3,(59 Reviews),Private,Noida + 4 more,34 years old,501-1k Employees (India)
8699,Hpcl Biofuels,4.2,(59 Reviews),Patna + 10 more,13 years old,51-200 Employees (India),
8700,Tokai Rika Minda,4.2,(59 Reviews),Private,Oguchi + 4 more,74 years old,51-200 Employees (India)
8701,Br.CAT Internati...,4.1,(59 Reviews),Al Khobar + 3 more,85 years old,10k-50k Employees (Global),
8702,Ecolog Internati...,4.7,(59 Reviews),Private,Düsseldorf + 1 more,19 years old,10k-50k Employees (Global)
8703,Evolutionary Sys...,4.1,(59 Reviews),"Ahmedabad,Gujarat + 1 more",16 years old,51-200 Employees (India),
8704,Matrix Media Sol...,4.5,(59 Reviews),Private,"Kolkata,West Bengal + 1 more",19 years old,51-200 Employees (India)
8705,Wizertech Inform...,4.1,(59 Reviews),Kolkata + 6 more,22 years old,51-200 Employees (India),
8706,S.L. Raheja Hosp...,3.8,(59 Reviews),Mumbai,41 years old,201-500 Employees (India),
8707,Cenduit India Se...,3.8,(59 Reviews),Private,"Bangalore/Bengaluru,Karnataka",15 years old,201-500 Employees (India)
8708,The Kothari Whee...,4.1,(59 Reviews),Pune + 1 more,16 years old,201-500 Employees (India),
8709,Ashtech  INDIA,3.9,(59 Reviews),Private,Mumbai + 9 more,28 years old,51-200 Employees (India)
8710,Phi Seeds,4.3,(59 Reviews),Private,Hyderabad + 21 more,46 years old,10k-50k Employees (Global)
8711,Gadre Marine Exp...,3.8,(59 Reviews),Ratnagiri + 6 more,44 years old,1k-5k Employees (India),
8712,Biltech Building...,3.5,(59 Reviews),Private,New Delhi + 8 more,29 years old,201-500 Employees (India)
8713,Itmantra Techint...,3.1,(59 Reviews),Private,"Mumbai,Maharashtra + 19 more",22 years old,51-200 Employees (Global)
8714,Nunhems India,4.4,(59 Reviews),Private,"Gurgaon/Gurugram,Haryana + 16 more",105 years old,1k-5k Employees (India)
8715,Viney Corporatio...,3.8,(59 Reviews),Public,Sonipat + 8 more,33 years old,501-1k Employees (India)
8716,Mcpi,4.1,(59 Reviews),Kolkata,25 years old,501-1k Employees (India),
8717,Scott Edil Pharm...,3.5,(59 Reviews),Public,Chandigarh + 1 more,26 years old,51-200 Employees (India)
8718,Shree Bharat Int...,4.0,(59 Reviews),Private,Noida + 3 more,36 years old,1k-5k Employees (India)
8719,4I Apps Solution...,4.3,(59 Reviews),Private,"Chennai,Tamil Nadu",14 years old,201-500 Employees (India)
8720,Tekshapers Softw...,3.4,(59 Reviews),Private,Troy + 3 more,13 years old,201-500 Employees (India)
8721,Starworth Infras...,4.0,(59 Reviews),Private,Bengaluru + 2 more,21 years old,501-1k Employees (India)
8722,Onegene,3.0,(59 Reviews),Chennai + 2 more,,,
8723,Presidency Schoo...,3.9,(59 Reviews),Bengaluru + 8 more,46 years old,,
8724,Interactive Aven...,4.2,(59 Reviews),Private,Mumbai + 4 more,16 years old,501-1k Employees (India)
8725,Metro One Operat...,4.3,(59 Reviews),Private,Mumbai,16 years old,51-200 Employees (India)
8726,Sacred Heart Sch...,4.5,(59 Reviews),Private,"Yankton,SD (US) + 20 more",51-200 Employees (India),
8727,THE Gate Academy,3.7,(59 Reviews),Private,"Bangalore,Karnataka + 12 more",13 years old,1k-5k Employees (India)
8728,Sarvotham Care,4.4,(59 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 3 more",26 years old,51-200 Employees (India)
8729,Academic World S...,3.9,(59 Reviews),Raipur + 2 more,11 years old,51-200 Employees (India),
8730,FiberHome,3.9,(59 Reviews),Private,Wuhan + 7 more,23 years old,51-200 Employees (India)
8731,Delivery.com,4.1,(59 Reviews),Private,New York + 32 more,201-500 Employees (India),
8732,South India Kris...,4.5,(59 Reviews),Private,New Delhi + 1 more,13 years old,1k-5k Employees (India)
8733,Sekhani Industri...,3.2,(59 Reviews),Ahmedabad + 14 more,52 years old,51-200 Employees (India),
8734,Acharya Institut...,3.0,(59 Reviews),Private,Bengaluru + 5 more,32 years old,1k-5k Employees (India)
8735,Isgec Hitachi Zo...,3.9,(59 Reviews),Private,Dahej + 4 more,10 years old,201-500 Employees (India)
8736,Smart Energy Wat...,3.3,(59 Reviews),Private,Irvine,13 years old,201-500 Employees (India)
8737,Qwik Supply Chai...,4.1,(59 Reviews),Jaipur + 34 more,1k-5k Employees (India),,
8738,Powermech Engine...,3.8,(59 Reviews),"Chennai,Tamil Nadu + 16 more",29 years old,1-10 Employees (India),
8739,Denso Haryana Pr...,4.0,(59 Reviews),Manesar + 4 more,501-1k Employees (India),,
8740,LambdaTest,4.9,(59 Reviews),Private,"San Francisco,California + 1 more",5 years old,201-500 Employees (India)
8741,Fresa Technologi...,4.8,(59 Reviews),Private,"Chennai,Tamil Nadu + 3 more",10 years old,11-50 Employees (India)
8742,Ribbon Communica...,4.0,(59 Reviews),Bengaluru/Bangalore + 3 more,51-200 Employees (India),,
8743,Hyland Software ...,4.3,(59 Reviews),LLP,"Westlake,OHIO",31 years old,201-500 Employees (India)
8744,Airproducts,4.0,(59 Reviews),Public,"Trexlertown,PA + 2 more",82 years old,501-1k Employees (India)
8745,Infibeam Avenues,3.3,(59 Reviews),Public,"Gandhinagar,Gujrat + 7 more",15 years old,501-1k Employees (India)
8746,Springworks,4.7,(59 Reviews),Private,"Bengaluru/Bangalore,Karnataka + 4 more",8 years old,201-500 Employees (India)
8747,Condor Footwear,3.8,(59 Reviews),Public,"Surat,Gujarat + 8 more",27 years old,51-200 Employees (India)
8748,TVS Next,4.0,(59 Reviews),Private,New Jersey + 1 more,14 years old,201-500 Employees (India)
8749,Don Bosco,4.3,(59 Reviews),Private,New Delhi + 22 more,42 years old,201-500 Employees (India)
8750,Skilrock Technol...,4.2,(59 Reviews),Private,"Gurgaon/Gurugram,Haryana",15 years old,51-200 Employees (India)
8751,Affine,4.1,(59 Reviews),Private,"Bangalore,Karnataka",11 years old,201-500 Employees (India)
8752,Uber eats,4.2,(59 Reviews),Private,"San Francisco,California + 19 more",8 years old,1k-5k Employees (Global)
8753,Gsrtc,3.8,(59 Reviews),Public,Ahmedabad + 20 more,62 years old,201-500 Employees (India)
8754,S & T Engineers ...,3.9,(59 Reviews),Private,"Coimbatore,Tamil Nadu + 9 more",26 years old,501-1k Employees (India)
8755,Metro One Operat...,4.3,(59 Reviews),Private,Mumbai,16 years old,51-200 Employees (India)
8756,R K Marbles,3.6,(59 Reviews),Private,Kishangarh + 13 more,33 years old,1k-5k Employees (India)
8757,WorkStore,3.5,(59 Reviews),Public,"Mumbai,Maharashtra + 6 more",15 years old,501-1k Employees (India)
8758,NMC Healthcare,3.8,(59 Reviews),Abu Dhabi + 5 more,48 years old,10k-50k Employees (India),
8759,LambdaTest,4.9,(59 Reviews),Private,"San Francisco,California + 1 more",5 years old,201-500 Employees (India)
8760,Vikudha Overseas...,4.7,(59 Reviews),Hong Kong,49 years old,11-50 Employees (India),
8761,Square Capital A...,3.5,(59 Reviews),Private,Gurgaon + 12 more,8 years old,1 Lakh+ Employees (India)
8762,Nina Percept,3.8,(59 Reviews),Mumbai + 8 more,501-1k Employees (India),,
8763,Girnarsoft Autom...,3.6,(59 Reviews),Gurgaon/Gurugram + 17 more,1k-5k Employees (India),,
8764,MUFG Bank,4.0,(59 Reviews),Chiyoda-ku + 5 more,103 years old,501-1k Employees (India),
8765,Springworks,4.7,(59 Reviews),Private,"Bengaluru/Bangalore,Karnataka + 4 more",8 years old,201-500 Employees (India)
8766,Qwik Supply Chai...,4.1,(59 Reviews),Jaipur + 34 more,1k-5k Employees (India),,
8767,Oswaal Books,4.3,(59 Reviews),"āgra,uttar Pradesh + 2 more",11-50 Employees (India),,
8768,Indovision Servi...,4.1,(59 Reviews),Private,"Delhi/NCR,Delhi + 10 more",10 years old,11-50 Employees (India)
8769,Relevance Lab,3.7,(59 Reviews),Private,Singapore + 1 more,11 years old,201-500 Employees (India)
8770,IndiaNIC Infotec...,4.4,(59 Reviews),Private,Ahmedabad + 2 more,25 years old,501-1k Employees (India)
8771,Lennox India Tec...,4.2,(59 Reviews),Private,"Chennai,Tamil Nadu",127 years old,201-500 Employees (India)
8772,Ambica Steels,4.4,(59 Reviews),New Delhi + 1 more,52 years old,1k-5k Employees (India),
8773,SoftProdigy Syst...,4.8,(59 Reviews),Private,"Mohali,Punjab",16 years old,201-500 Employees (India)
8774,Sri Sai Power an...,4.0,(59 Reviews),Private,Tiruchirappalli + 9 more,9 years old,11-50 Employees (India)
8775,Hansa Cequity,3.5,(139 Reviews),Private,"Bangalore,Karnataka + 2 more",14 years old,201-500 Employees (India)
8776,Viswaat Chemical...,3.7,(58 Reviews),Public,"Mumbai,Maharashtra + 7 more",24 years old,201-500 Employees (India)
8777,Regenersis,4.0,(58 Reviews),Private,Tonbridge + 8 more,43 years old,501-1k Employees (India)
8778,JSS Medical Rese...,3.7,(58 Reviews),Saint-Laurent + 10 more,37 years old,201-500 Employees (India),
8779,KRIBHCO Fertiliz...,4.2,(58 Reviews),Public,Noida + 7 more,27 years old,1-10 Employees (India)
8780,QwikCilver Solut...,3.7,(58 Reviews),Private,"Bangalore,Karnataka + 2 more",15 years old,51-200 Employees (India)
8781,FortPoint Automo...,2.8,(58 Reviews),Private,Mumbai + 5 more,29 years old,1k-5k Employees (Global)
8782,Infojini,4.0,(58 Reviews),Private,New Jersery + 4 more,16 years old,201-500 Employees (India)
8783,NESCO Inc,3.9,(58 Reviews),Public,"Mumbai,Maharashtra + 6 more",83 years old,201-500 Employees (India)
8784,Cxc Infotech,3.6,(58 Reviews),Private,Dallas,12 years old,201-500 Employees (India)
8785,Sikkim Manipal U...,4.0,(58 Reviews),Private,"Gangtok,Sikkim + 11 more",27 years old,201-500 Employees (India)
8786,Ranosys Technolo...,4.4,(58 Reviews),Private,Singapore + 2 more,14 years old,201-500 Employees (India)
8787,Stanley Lifestyl...,4.0,(58 Reviews),Public,Bengaluru + 4 more,26 years old,501-1k Employees (India)
8788,Auditime Informa...,3.6,(58 Reviews),Private,Mumbai + 2 more,23 years old,201-500 Employees (Global)
8789,Builtwell Soluti...,4.0,(58 Reviews),Private,Bhopal + 3 more,14 years old,11-50 Employees (India)
8790,C-Square Info So...,3.9,(58 Reviews),Private,"Bangalore,Karnataka + 6 more",20 years old,51-200 Employees (India)
8791,Khosla Profil,3.4,(58 Reviews),Private,"Mumbai,Maharashtra + 2 more",43 years old,501-1k Employees (India)
8792,Milliman,3.8,(58 Reviews),Private,"Seattle,washington + 1 more",75 years old,51-200 Employees (India)
8793,Kelvion,3.5,(58 Reviews),Bochum + 7 more,102 years old,51-200 Employees (India),
8794,Girmiti Software,3.2,(58 Reviews),Private,"Bangalore/Bengaluru,Karnataka",10 years old,201-500 Employees (India)
8795,Ducima Analytics,4.9,(58 Reviews),Private,"Chennai,Tamil Nadu + 1 more",6 years old,11-50 Employees (India)
8796,BESCOM,3.8,(58 Reviews),Private,Bengaluru + 5 more,20 years old,5k-10k Employees (Global)
8797,BSR,3.6,(58 Reviews),Private,San Francisco + 13 more,30 years old,1k-5k Employees (Global)
8798,Kerakoll,4.7,(58 Reviews),Private,Sassuolo + 17 more,54 years old,51-200 Employees (India)
8799,Techmagnate,4.0,(58 Reviews),Private,"Delhi/NCR,Delhi",4 years old,201-500 Employees (India)
8800,Zillion Infrapro...,3.7,(58 Reviews),Private,New Delhi + 6 more,47 years old,51-200 Employees (India)
8801,TSMT Technology ...,3.0,(58 Reviews),Taoyuan,25 years old,201-500 Employees (Global),
8802,RICE GROUP,3.0,(58 Reviews),Private,Kolkata + 6 more,37 years old,1k-5k Employees (Global)
8803,Medgulf Construc...,4.1,(58 Reviews),Doha + 4 more,47 years old,1k-5k Employees (Global),
8804,Krishna Ishizaki...,4.1,(58 Reviews),Private,Gurgaon + 4 more,13 years old,51-200 Employees (India)
8805,Anjan Drug,3.5,(58 Reviews),Private,"Chennai,Tamil Nadu + 1 more",32 years old,51-200 Employees (India)
8806,Krishna Enterpri...,4.3,(58 Reviews),Private,"Noida,Uttar Pradesh + 27 more",5 years old,1-10 Employees (India)
8807,Shiash Info Solu...,3.4,(58 Reviews),Chennai + 2 more,201-500 Employees (India),,
8808,EDUGORILLA COMMU...,4.3,(58 Reviews),Private,"Lucknow,Uttar Pradesh",6 years old,201-500 Employees (India)
8809,Apicore Pharmace...,4.4,(58 Reviews),Private,Vadodara + 3 more,16 years old,51-200 Employees (India)
8810,Margdarshak Fina...,3.5,(58 Reviews),Private,Lucknow + 20 more,15 years old,51-200 Employees (India)
8811,Burman Hospitali...,4.0,(58 Reviews),Private,"Delhi/NCR,New Delhi + 7 more",8 years old,201-500 Employees (India)
8812,LAKME ACADEMY,3.5,(58 Reviews),Mumbai + 19 more,42 years old,201-500 Employees (Global),
8813,Gnrc Hospital,3.8,(58 Reviews),Public,Guwahati + 3 more,35 years old,501-1k Employees (India)
8814,A-i Enterprises,3.9,(58 Reviews),Private,Chennai + 13 more,22 years old,51-200 Employees (India)
8815,Yuto Printing an...,3.7,(58 Reviews),Noida + 3 more,51-200 Employees (India),,
8816,JRG Automotive i...,3.0,(58 Reviews),Private,Gurgaon + 3 more,15 years old,11-50 Employees (India)
8817,HYOSUNG T&D,3.3,(58 Reviews),Private,Seoul + 2 more,51-200 Employees (India),
8818,Bhaktivedanta Ho...,4.4,(58 Reviews),Private,"Thane,Maharashtra + 4 more",24 years old,51-200 Employees (India)
8819,GraphX Solution,3.5,(58 Reviews),Bengaluru,23 years old,51-200 Employees (India),
8820,Finolex Pipes,4.4,(58 Reviews),Pune + 14 more,1-10 Employees (India),,
8821,Shyam Steel Manu...,4.0,(58 Reviews),Kolkata + 11 more,1k-5k Employees (India),,
8822,Timezone Enterta...,3.9,(58 Reviews),Perth + 14 more,44 years old,201-500 Employees (India),
8823,Vasant Masala,4.5,(58 Reviews),Private,"Ahmedabad,Gujarat + 16 more",52 years old,51-200 Employees (India)
8824,Sankei Giken,4.2,(58 Reviews),Tokyo,74 years old,51-200 Employees (India),
8825,National Environ...,4.4,(58 Reviews),Nagpur + 6 more,64 years old,501-1k Employees (India),
8826,Vardhman Polytex,3.7,(58 Reviews),Public,Ludhiana + 2 more,42 years old,1k-5k Employees (India)
8827,Qatar Petrochemi...,4.4,(58 Reviews),Doha + 3 more,48 years old,1k-5k Employees (Global),
8828,Jaipur Golden Ho...,4.6,(58 Reviews),New Delhi + 1 more,29 years old,501-1k Employees (India),
8829,NTT DATA FA Insu...,3.1,(58 Reviews),Private,Singapore + 4 more,41 years old,201-500 Employees (India)
8830,XL India Busines...,3.8,(58 Reviews),Private,"Hamilton,Hamilton + 2 more",19 years old,1k-5k Employees (India)
8831,Indira Gandhi Na...,4.1,(58 Reviews),Public,"Delhi/NCR,Delhi + 13 more",37 years old,501-1k Employees (India)
8832,SRS Group,4.3,(58 Reviews),Faridabad + 14 more,22 years old,501-1k Employees (India),
8833,Destimoney Secur...,2.9,(58 Reviews),Private,"Mumbai,Maharashtra + 19 more",16 years old,501-1k Employees (India)
8834,Mahindra Aerospa...,3.8,(58 Reviews),Private,"Bangalore,Karnataka + 6 more",12 years old,201-500 Employees (India)
8835,Shiv Nadar Schoo...,3.9,(58 Reviews),Private,Noida + 2 more,10 years old,501-1k Employees (India)
8836,Vasu Healthcare,4.5,(58 Reviews),Private,"Vadodara/Baroda,Gujarat + 9 more",42 years old,51-200 Employees (India)
8837,Cades Studec Tec...,3.9,(58 Reviews),Private,Bengaluru,16 years old,51-200 Employees (India)
8838,Yuva Parivartan,3.6,(58 Reviews),NGO/NPO,"Mumbai,Maharashtra + 17 more",24 years old,51-200 Employees (India)
8839,Pyramid E Servic...,3.0,(58 Reviews),Private,"New Delhi,Delhi + 10 more",17 years old,11-50 Employees (India)
8840,LG Polymers,4.5,(58 Reviews),Private,Vijayawada + 6 more,61 years old,501-1k Employees (India)
8841,Electrolab,2.9,(58 Reviews),Private,"Mumbai,Maharashtra + 4 more",38 years old,51-200 Employees (India)
8842,SIP Academy,4.6,(58 Reviews),Private,Chennai + 20 more,19 years old,201-500 Employees (India)
8843,Post Graduate In...,4.4,(58 Reviews),Private,"Chandigarh,Chandigarh + 4 more",59 years old,10k-50k Employees (India)
8844,Goyal & Co.,4.0,(58 Reviews),Private,Bengaluru + 9 more,51 years old,201-500 Employees (India)
8845,Paras Spices,3.3,(58 Reviews),Gurgaon + 3 more,40 years old,51-200 Employees (India),
8846,Rama group,4.1,(58 Reviews),Private,"Pune,Maharashtra + 16 more",32 years old,201-500 Employees (Global)
8847,Teemage Precast ...,4.1,(58 Reviews),Tirupur + 5 more,11 years old,201-500 Employees (India),
8848,Ikon Retail,3.7,(58 Reviews),Private,New Delhi + 7 more,16 years old,11-50 Employees (India)
8849,Shiv Nadar Schoo...,3.9,(58 Reviews),Private,Noida + 2 more,10 years old,501-1k Employees (India)
8850,Vasu Healthcare,4.5,(58 Reviews),Private,"Vadodara/Baroda,Gujarat + 9 more",42 years old,51-200 Employees (India)
8851,IMS Learning Res...,3.5,(58 Reviews),Private,"Mumbai,Maharashtra + 14 more",45 years old,51-200 Employees (India)
8852,Destimoney Secur...,2.9,(58 Reviews),Private,"Mumbai,Maharashtra + 19 more",16 years old,501-1k Employees (India)
8853,Mahindra Aerospa...,3.8,(58 Reviews),Private,"Bangalore,Karnataka + 6 more",12 years old,201-500 Employees (India)
8854,William Penn,4.0,(58 Reviews),Private,Banglore + 7 more,20 years old,201-500 Employees (India)
8855,NTT DATA FA Insu...,3.1,(58 Reviews),Private,Singapore + 4 more,41 years old,201-500 Employees (India)
8856,Zillion Infrapro...,3.7,(58 Reviews),Private,New Delhi + 6 more,47 years old,51-200 Employees (India)
8857,Shri Lakshmi Cot...,4.2,(58 Reviews),Public,Noida + 6 more,34 years old,
8858,Encardio Rite El...,3.5,(58 Reviews),Private,Lucknow + 4 more,56 years old,201-500 Employees (India)
8859,SIP Academy,4.6,(58 Reviews),Private,Chennai + 20 more,19 years old,201-500 Employees (India)
8860,BESCOM,3.8,(58 Reviews),Private,Bengaluru + 5 more,20 years old,5k-10k Employees (Global)
8861,BSR,3.6,(58 Reviews),Private,San Francisco + 13 more,30 years old,1k-5k Employees (Global)
